Title,Citations,DOI,Source
Robust evidential reasoning approach with unknown attribute weights,36,10.1016/j.knosys.2014.01.024,Knowledge-Based Systems
Linear versus nonlinear dimensionality reduction for banks' credit rating prediction,33,10.1016/j.knosys.2013.03.001,Knowledge-Based Systems
An efficient fuzzy weighted average algorithm for the military UAV selecting under group decision-making,40,10.1016/j.knosys.2011.04.002,Knowledge-Based Systems
A hybrid particle swarm optimization approach for clustering and classification of datasets,38,10.1016/j.knosys.2010.12.003,Knowledge-Based Systems
Implement web learning environment based on data mining,37,10.1016/j.knosys.2009.06.001,Knowledge-Based Systems
A new model of evaluating concept similarity,37,10.1016/j.knosys.2008.03.042,Knowledge-Based Systems
Formal concept analysis as a support technique for CBR,35,10.1016/S0950-7051(01)00093-4,Knowledge-Based Systems
The role of artificial intelligence in knowledge management,37,10.1016/S0950-7051(00)00093-9,Knowledge-Based Systems
"Knowledge based-system for alternative design, cost estimating and scheduling",31,10.1016/S0950-7051(01)00155-1,Knowledge-Based Systems
Rule-based and case-based reasoning approach for internal audit of bank,35,10.1016/j.knosys.2007.04.001,Knowledge-Based Systems
IEGQO-AOA: Information-Exchanged Gaussian Arithmetic Optimization Algorithm with Quasi-opposition learning,39,10.1016/j.knosys.2022.110169,Knowledge-Based Systems
Robust cross-network node classification via constrained graph mutual information,39,10.1016/j.knosys.2022.109852,Knowledge-Based Systems
Collaborative representation learning for nodes and relations via heterogeneous graph neural network,39,10.1016/j.knosys.2022.109673,Knowledge-Based Systems
Regularized discriminative broad learning system for image classification,39,10.1016/j.knosys.2022.109306,Knowledge-Based Systems
Multi-population-based adaptive sine cosine algorithm with modified mutualism strategy for global optimization,38,10.1016/j.knosys.2022.109326,Knowledge-Based Systems
TimeCLR: A self-supervised contrastive learning framework for univariate time series representation,38,10.1016/j.knosys.2022.108606,Knowledge-Based Systems
Self-attention neural architecture search for semantic image segmentation,39,10.1016/j.knosys.2021.107968,Knowledge-Based Systems
A reinforcement learning brain storm optimization algorithm (BSO) with learning mechanism,39,10.1016/j.knosys.2021.107645,Knowledge-Based Systems
Multi-modal Knowledge-aware Reinforcement Learning Network for Explainable Recommendation,36,10.1016/j.knosys.2021.107217,Knowledge-Based Systems
Using adaptation knowledge to retrieve and adapt design cases,34,10.1016/0950-7051(95)01024-6,Knowledge-Based Systems
A multi-scale segmentation-to-classification network for tiny microaneurysm detection in fundus images,39,10.1016/j.knosys.2021.107140,Knowledge-Based Systems
History-based attention in Seq2Seq model for multi-label text classification,34,10.1016/j.knosys.2021.107094,Knowledge-Based Systems
An intelligent hybrid classification algorithm integrating fuzzy rule-based extraction and harmony search optimization: Medical diagnosis applications,39,10.1016/j.knosys.2021.106943,Knowledge-Based Systems
A framework for optimizing extended belief rule base systems with improved Ball trees,38,10.1016/j.knosys.2020.106484,Knowledge-Based Systems
Near real-time topic-driven rumor detection in source microblogs,36,10.1016/j.knosys.2020.106391,Knowledge-Based Systems
Time series forecasting based on kernel mapping and high-order fuzzy cognitive maps,38,10.1016/j.knosys.2020.106359,Knowledge-Based Systems
Density peaks clustering with gap-based automatic center detection,34,10.1016/j.knosys.2020.106350,Knowledge-Based Systems
Evolutionary and adaptive inheritance enhanced Grey Wolf Optimization algorithm for binary domains,37,10.1016/j.knosys.2020.105586,Knowledge-Based Systems
Software defect prediction based on correlation weighted class association rule mining,39,10.1016/j.knosys.2020.105742,Knowledge-Based Systems
A novel improved fruit fly optimization algorithm for aerodynamic shape design optimization,35,10.1016/j.knosys.2019.05.005,Knowledge-Based Systems
Extended adaptive Lasso for multi-class and multi-label feature selection,35,10.1016/j.knosys.2019.02.021,Knowledge-Based Systems
Finding tendencies in streaming data using Big Data frequent itemset mining,39,10.1016/j.knosys.2018.09.026,Knowledge-Based Systems
Big data time series forecasting based on nearest neighbours distributed computing with Spark,38,10.1016/j.knosys.2018.07.026,Knowledge-Based Systems
A fusion probability matrix factorization framework for link prediction,29,10.1016/j.knosys.2018.06.005,Knowledge-Based Systems
Assessment model for perceived visual complexity of painting images,36,10.1016/j.knosys.2018.06.006,Knowledge-Based Systems
Multi-view learning based on nonparallel support vector machine,38,10.1016/j.knosys.2018.05.036,Knowledge-Based Systems
Multi-modal sliding window-based support vector regression for predicting plant water stress,37,10.1016/j.knosys.2017.07.028,Knowledge-Based Systems
Mixed similarity learning for recommendation with implicit feedback,36,10.1016/j.knosys.2016.12.010,Knowledge-Based Systems
Importance index of components in uncertain random systems,39,10.1016/j.knosys.2016.07.006,Knowledge-Based Systems
A dynamic optimization approach to the design of cooperative co-evolutionary algorithms,38,10.1016/j.knosys.2016.07.001,Knowledge-Based Systems
Automatic diagnosis of alcohol use disorder using EEG features,38,10.1016/j.knosys.2016.04.026,Knowledge-Based Systems
An immune system-inspired rescheduling algorithm for workflow in Cloud systems,38,10.1016/j.knosys.2016.01.037,Knowledge-Based Systems
One-Class Support Tensor Machine,35,10.1016/j.knosys.2016.01.007,Knowledge-Based Systems
Multiple learning particle swarm optimization with space transformation perturbation and its application in ethylene cracking furnace optimization,36,10.1016/j.knosys.2015.12.020,Knowledge-Based Systems
Uncertainty modeling using fuzzy measures,39,10.1016/j.knosys.2015.10.001,Knowledge-Based Systems
An uncertainty-based approach: Frequent itemset mining from uncertain data with different item importance,39,10.1016/j.knosys.2015.08.018,Knowledge-Based Systems
A survey of fingerprint classification Part II: Experimental analysis and ensemble proposal,37,10.1016/j.knosys.2015.02.015,Knowledge-Based Systems
Developing an expert system based on association rules and predicate logic for earthquake prediction,38,10.1016/j.knosys.2014.11.024,Knowledge-Based Systems
A Web Service trust evaluation model based on small-world networks,34,10.1016/j.knosys.2013.12.015,Knowledge-Based Systems
Decision making matters: A better way to evaluate trust models,35,10.1016/j.knosys.2013.07.016,Knowledge-Based Systems
Assessment of adaptive human-robot interactions,34,10.1016/j.knosys.2013.01.003,Knowledge-Based Systems
Group decision making with distance measures and probabilistic information,35,10.1016/j.knosys.2012.11.014,Knowledge-Based Systems
Parallel frequent itemset mining using systolic arrays,39,10.1016/j.knosys.2012.09.005,Knowledge-Based Systems
Deriving interval weights from an interval multiplicative consistent fuzzy preference relation,36,10.1016/j.knosys.2011.07.014,Knowledge-Based Systems
Classifying credit ratings for Asian banks using integrating feature selection and the CPDA-based rough sets approach,34,10.1016/j.knosys.2011.08.021,Knowledge-Based Systems
Approximate weighted frequent pattern mining with/without noisy environments,34,10.1016/j.knosys.2010.07.007,Knowledge-Based Systems
Consequence analysis theory for alarm analysis,28,10.1016/S0950-7051(01)00118-6,Knowledge-Based Systems
CSMC: A combination strategy for multi-class classification based on multiple association rules,37,10.1016/j.knosys.2008.03.037,Knowledge-Based Systems
Algorithms for computing association rules using a partial-support tree,33,10.1016/S0950-7051(00)00055-1,Knowledge-Based Systems
A knowledge-based decision support system for measuring enterprise performance,36,10.1016/j.knosys.2007.05.009,Knowledge-Based Systems
Deep transfer learning for automatic speech recognition: Towards better generalization,38,10.1016/j.knosys.2023.110851,Knowledge-Based Systems
Federated learning for secure IoMT-applications in smart healthcare systems: A comprehensive review,38,10.1016/j.knosys.2023.110658,Knowledge-Based Systems
AAD-Net: Advanced end-to-end signal processing system for human emotion detection & recognition using attention-based deep echo state network,38,10.1016/j.knosys.2023.110525,Knowledge-Based Systems
Deep reinforcement learning for traffic signal control with consistent state and reward design approach,38,10.1016/j.knosys.2023.110440,Knowledge-Based Systems
Intelligent optimization under blocking constraints: A novel iterated greedy algorithm for the hybrid flow shop group scheduling problem,38,10.1016/j.knosys.2022.109962,Knowledge-Based Systems
Mining lossless closed frequent patterns with weight constraints,36,10.1016/j.knosys.2006.07.007,Knowledge-Based Systems
A fuzzy Einstein-based decision support system for public transportation management at times of pandemic,38,10.1016/j.knosys.2022.109414,Knowledge-Based Systems
Deep spatio-temporal 3D densenet with multiscale ConvLSTM-Resnet network for citywide traffic flow forecasting,38,10.1016/j.knosys.2022.109054,Knowledge-Based Systems
A graph neural network-based node classification model on class-imbalanced graph data,36,10.1016/j.knosys.2022.108538,Knowledge-Based Systems
Unsupervised deep hashing through learning soft pseudo label for remote sensing image retrieval,36,10.1016/j.knosys.2021.107807,Knowledge-Based Systems
Intra-domain and cross-domain transfer learning for time series data-How transferable are the features?,35,10.1016/j.knosys.2021.107976,Knowledge-Based Systems
Multi-strategy co-evolutionary differential evolution for mixed-variable optimization,37,10.1016/j.knosys.2021.107366,Knowledge-Based Systems
Deep transfer learning for conditional shift in regression,38,10.1016/j.knosys.2021.107216,Knowledge-Based Systems
Deep multi-level fusion network for multi-source image pixel-wise classification,37,10.1016/j.knosys.2021.106921,Knowledge-Based Systems
Fuzzy Hierarchical Surrogate Assists Probabilistic Particle Swarm Optimization for expensive high dimensional problem,38,10.1016/j.knosys.2021.106939,Knowledge-Based Systems
Error-robust low-rank tensor approximation for multi-view clustering,35,10.1016/j.knosys.2021.106745,Knowledge-Based Systems
Semi-supervised classification on data streams with recurring concept drift and concept evolution,31,10.1016/j.knosys.2021.106749,Knowledge-Based Systems
A machine learning-based investigation utilizing the in-text features for the identification of dominant emotion in an email,38,10.1016/j.knosys.2020.106443,Knowledge-Based Systems
A model-based approach to robot fault diagnosis,34,10.1016/j.knosys.2004.10.004,Knowledge-Based Systems
Recurrent neural network with pooling operation and attention mechanism for sentiment analysis: A multi-task learning approach,36,10.1016/j.knosys.2020.105856,Knowledge-Based Systems
IntelliBot: A Dialogue-based chatbot for the insurance industry,35,10.1016/j.knosys.2020.105810,Knowledge-Based Systems
Inverse projection group sparse representation for tumor classification: A low rank variation dictionary approach,38,10.1016/j.knosys.2020.105768,Knowledge-Based Systems
Deep multi-granularity graph embedding for user identity linkage across social networks,35,10.1016/j.knosys.2019.105301,Knowledge-Based Systems
DeepLN: A framework for automatic lung nodule detection using multi-resolution CT screening images,34,10.1016/j.knosys.2019.105128,Knowledge-Based Systems
Minority oversampling for imbalanced ordinal regression,34,10.1016/j.knosys.2018.12.021,Knowledge-Based Systems
Social media based event summarization by user-text-image co-clustering,33,10.1016/j.knosys.2018.10.028,Knowledge-Based Systems
Multistep-ahead forecasting of chlorophyll a using a wavelet nonlinear autoregressive network,36,10.1016/j.knosys.2018.06.015,Knowledge-Based Systems
DWWP: Domain-specific new words detection and word propagation system for sentiment analysis in the tourism domain,34,10.1016/j.knosys.2018.02.004,Knowledge-Based Systems
A new emergency decision support methodology based on multi-source knowledge in 2-tuple linguistic model,34,10.1016/j.knosys.2017.12.026,Knowledge-Based Systems
Distance metric learning for ordinal classification based on triplet constraints,35,10.1016/j.knosys.2017.11.022,Knowledge-Based Systems
Density core-based clustering algorithm with dynamic scanning radius,34,10.1016/j.knosys.2017.11.025,Knowledge-Based Systems
CTF-ARA: An adaptive method for POI recommendation based on check-in and temporal features,38,10.1016/j.knosys.2017.04.013,Knowledge-Based Systems
Regularized extreme learning adaptive neuro-fuzzy algorithm for regression and classification,38,10.1016/j.knosys.2017.04.007,Knowledge-Based Systems
A general reduction algorithm for relation decision systems and its applications,32,10.1016/j.knosys.2016.11.027,Knowledge-Based Systems
Robust collaborative filtering based on non-negative matrix factorization and <i>R</i><sub>1</sub>-norm,34,10.1016/j.knosys.2016.11.021,Knowledge-Based Systems
Predicting creditworthiness in retail banking with limited scoring data,34,10.1016/j.knosys.2016.03.023,Knowledge-Based Systems
RFBoost: An improved multi-label boosting algorithm and its application to text categorisation,37,10.1016/j.knosys.2016.03.029,Knowledge-Based Systems
A framework for context-aware heterogeneous group decision making in business processes,35,10.1016/j.knosys.2016.03.019,Knowledge-Based Systems
CARESOME: A system to enrich marketing customers acquisition and retention campaigns using social media information,31,10.1016/j.knosys.2014.12.033,Knowledge-Based Systems
Bagged fuzzy clustering for fuzzy data: An application to a tourism market,38,10.1016/j.knosys.2014.10.015,Knowledge-Based Systems
CT-IC: Continuously activated and Time-restricted Independent Cascade model for viral marketing,36,10.1016/j.knosys.2014.02.013,Knowledge-Based Systems
Encoding words into Cloud models from interval-valued data via fuzzy statistics and membership function fitting,32,10.1016/j.knosys.2013.10.014,Knowledge-Based Systems
Web usage mining with evolutionary extraction of temporal fuzzy association rules,37,10.1016/j.knosys.2013.09.003,Knowledge-Based Systems
Mining frequent trajectory pattern based on vague space partition,31,10.1016/j.knosys.2013.06.002,Knowledge-Based Systems
Spatial interaction - modification model and applications to geo-demographic analysis,36,10.1016/j.knosys.2013.05.005,Knowledge-Based Systems
Decision rule mining using classification consistency rate,32,10.1016/j.knosys.2013.01.010,Knowledge-Based Systems
Hybrid optimization models of portfolio selection involving financial and ethical considerations,38,10.1016/j.knosys.2012.08.014,Knowledge-Based Systems
Mining event logs to support workflow resource allocation,35,10.1016/j.knosys.2012.05.010,Knowledge-Based Systems
A survey of outlier detection methodologies,2005,10.1007/s10462-004-4304-y,Artificial Intelligence Review
Ensemble-based classifiers,1783,10.1007/s10462-009-9124-7,Artificial Intelligence Review
A survey of the recent architectures of deep convolutional neural networks,1446,10.1007/s10462-020-09825-6,Artificial Intelligence Review
A comprehensive survey: artificial bee colony (ABC) algorithm and applications,1227,10.1007/s10462-012-9328-0,Artificial Intelligence Review
Locally weighted learning,1106,10.1023/A:1006559212014,Artificial Intelligence Review
A comparative analysis of gradient boosting algorithms,984,10.1007/s10462-020-09896-5,Artificial Intelligence Review
Vision based hand gesture recognition for human computer interaction: a survey,937,10.1007/s10462-012-9356-9,Artificial Intelligence Review
Decision trees: a recent overview,879,10.1007/s10462-011-9272-4,Artificial Intelligence Review
"A framework for collaborative, content-based and demographic filtering",742,10.1023/A:1006544522159,Artificial Intelligence Review
Machine learning: a review of classification and combining techniques,764,10.1007/s10462-007-9052-3,Artificial Intelligence Review
Tackling real-coded genetic algorithms: Operators and tools for behavioural analysis,813,10.1023/A:1006504901164,Artificial Intelligence Review
A review on the long short-term memory model,801,10.1007/s10462-020-09838-1,Artificial Intelligence Review
A perspective view and survey of meta-learning,701,10.1023/A:1019956318069,Artificial Intelligence Review
Recent advances in differential evolution: a survey and experimental analysis,738,10.1007/s10462-009-9137-2,Artificial Intelligence Review
Visual simultaneous localization and mapping: a survey,605,10.1007/s10462-012-9365-8,Artificial Intelligence Review
Class noise vs. attribute noise: A quantitative study of their impacts,615,10.1007/s10462-004-0751-8,Artificial Intelligence Review
An optimizing BP neural network algorithm based on genetic algorithm,540,10.1007/s10462-011-9208-z,Artificial Intelligence Review
AN INTRODUCTION TO CASE-BASED REASONING,503,10.1007/BF00155578,Artificial Intelligence Review
Metaheuristic research: a comprehensive survey,553,10.1007/s10462-017-9605-z,Artificial Intelligence Review
Genetic algorithms for the travelling salesman problem:: A review of representations and operators,519,10.1023/A:1006529012972,Artificial Intelligence Review
Deep semantic segmentation of natural and medical images: a review,524,10.1007/s10462-020-09854-1,Artificial Intelligence Review
Review on computational trust and reputation models,507,10.1007/s10462-004-0041-5,Artificial Intelligence Review
"A conceptual comparison of the Cuckoo-search, particle swarm optimization, differential evolution and artificial bee colony algorithms",467,10.1007/s10462-011-9276-0,Artificial Intelligence Review
A review and empirical evaluation of feature weighting methods for a class of lazy learning algorithms,451,10.1023/A:1006593614256,Artificial Intelligence Review
A survey: algorithms simulating bee swarm intelligence,443,10.1007/s10462-009-9127-4,Artificial Intelligence Review
Novel meta-heuristic bald eagle search optimisation algorithm,440,10.1007/s10462-019-09732-5,Artificial Intelligence Review
Machine Learning and Deep Learning frameworks and libraries for large-scale data mining: a survey,383,10.1007/s10462-018-09679-z,Artificial Intelligence Review
Recent automatic text summarization techniques: a survey,382,10.1007/s10462-016-9475-9,Artificial Intelligence Review
"Extreme learning machine: algorithm, theory and applications",399,10.1007/s10462-013-9405-z,Artificial Intelligence Review
Sentiment analysis using deep learning architectures: a review,385,10.1007/s10462-019-09794-5,Artificial Intelligence Review
Adaptive network based fuzzy inference system (ANFIS) training approaches: a comprehensive survey,399,10.1007/s10462-017-9610-2,Artificial Intelligence Review
"A review on machine learning in 3D printing: applications, potential, and challenges",364,10.1007/s10462-020-09876-9,Artificial Intelligence Review
A taxonomy of recommender agents on the Internet,358,10.1023/A:1022850703159,Artificial Intelligence Review
A survey of automated timetabling,364,10.1023/A:1006576209967,Artificial Intelligence Review
A review of unsupervised feature selection methods,359,10.1007/s10462-019-09682-y,Artificial Intelligence Review
Multi-agent deep reinforcement learning: a survey,341,10.1007/s10462-021-09996-w,Artificial Intelligence Review
"A survey on sentiment analysis methods, applications, and challenges",340,10.1007/s10462-022-10144-1,Artificial Intelligence Review
Separate-and-conquer rule learning,315,10.1023/A:1006524209794,Artificial Intelligence Review
Application of deep learning algorithms in geotechnical engineering: a short critical review,323,10.1007/s10462-021-09967-1,Artificial Intelligence Review
Problem formulations and solvers in linear SVM: a review,310,10.1007/s10462-018-9614-6,Artificial Intelligence Review
Explainable artificial intelligence: a comprehensive review,321,10.1007/s10462-021-10088-y,Artificial Intelligence Review
Missing value imputation: a review and analysis of the literature (2006-2017),299,10.1007/s10462-019-09709-4,Artificial Intelligence Review
Review of brain MRI image segmentation methods,290,10.1007/s10462-010-9155-0,Artificial Intelligence Review
A study of the effect of different types of noise on the precision of supervised learning techniques,279,10.1007/s10462-010-9156-z,Artificial Intelligence Review
Recent progress in semantic image segmentation,282,10.1007/s10462-018-9641-3,Artificial Intelligence Review
"Artificial fish swarm algorithm: a survey of the state-of-the-art, hybridization, combinatorial and indicative applications",295,10.1007/s10462-012-9342-2,Artificial Intelligence Review
Locally weighted learning for control,261,10.1023/A:1006511328852,Artificial Intelligence Review
A survey of uncertainty in deep neural networks,288,10.1007/s10462-023-10562-9,Artificial Intelligence Review
A comprehensive survey on model compression and acceleration,280,10.1007/s10462-020-09816-7,Artificial Intelligence Review
A review on deep learning for recommender systems: challenges and remedies,256,10.1007/s10462-018-9654-y,Artificial Intelligence Review
"Vision-based robotic grasping from object localization, object pose estimation to grasp estimation for parallel grippers: a review",256,10.1007/s10462-020-09888-5,Artificial Intelligence Review
Machine Learning in Drug Discovery: A Review,274,10.1007/s10462-021-10058-4,Artificial Intelligence Review
Evolutionary artificial neural networks: a review,257,10.1007/s10462-011-9270-6,Artificial Intelligence Review
Features and classifiers for emotion recognition from speech: a survey from 2000 to 2011,265,10.1007/s10462-012-9368-5,Artificial Intelligence Review
Mixture of experts: a literature survey,248,10.1007/s10462-012-9338-y,Artificial Intelligence Review
Pythagorean fuzzy set: state of the art and future directions,277,10.1007/s10462-017-9596-9,Artificial Intelligence Review
Transformer models for text-based emotion detection: a review of BERT-based approaches,257,10.1007/s10462-021-09958-2,Artificial Intelligence Review
Knowledge-based recommendation: a review of ontology-based recommender systems for e-learning,260,10.1007/s10462-017-9539-5,Artificial Intelligence Review
A review of instance selection methods,245,10.1007/s10462-010-9165-y,Artificial Intelligence Review
Advances in Sine Cosine Algorithm: A comprehensive survey,267,10.1007/s10462-020-09909-3,Artificial Intelligence Review
A survey of deep meta-learning,231,10.1007/s10462-021-10004-4,Artificial Intelligence Review
Application of spreading activation techniques in information retrieval,217,10.1023/A:1006569829653,Artificial Intelligence Review
A systematic review on overfitting control in shallow and deep neural networks,235,10.1007/s10462-021-09975-1,Artificial Intelligence Review
Metalearning: a survey of trends and technologies,212,10.1007/s10462-013-9406-y,Artificial Intelligence Review
40 years of cognitive architectures: core cognitive abilities and practical applications,218,10.1007/s10462-018-9646-y,Artificial Intelligence Review
A tutorial on variational Bayesian inference,211,10.1007/s10462-011-9236-8,Artificial Intelligence Review
A review of moving object trajectory clustering algorithms,212,10.1007/s10462-016-9477-7,Artificial Intelligence Review
Human-in-the-loop machine learning: a state of the art,227,10.1007/s10462-022-10246-w,Artificial Intelligence Review
A review on particle swarm optimization algorithm and its variants to clustering high-dimensional data,217,10.1007/s10462-013-9400-4,Artificial Intelligence Review
Shilling attacks against recommender systems: a comprehensive survey,199,10.1007/s10462-012-9364-9,Artificial Intelligence Review
A review on the combination of binary classifiers in multiclass problems,207,10.1007/s10462-009-9114-9,Artificial Intelligence Review
Adaptive intrusion detection: A data mining approach,178,10.1023/A:1006624031083,Artificial Intelligence Review
Natural language based financial forecasting: a survey,204,10.1007/s10462-017-9588-9,Artificial Intelligence Review
A review on particle swarm optimization algorithms and their applications to data clustering,199,10.1007/s10462-010-9191-9,Artificial Intelligence Review
INTELLIGENT TUTORING SYSTEMS - AN OVERVIEW,172,N/A,Artificial Intelligence Review
A survey on evolutionary computation for complex continuous optimization,202,10.1007/s10462-021-10042-y,Artificial Intelligence Review
"A survey on video-based Human Action Recognition: recent updates, datasets, challenges, and applications",202,10.1007/s10462-020-09904-8,Artificial Intelligence Review
Lazy learning,184,10.1023/A:1006538427943,Artificial Intelligence Review
A survey on classification techniques for opinion mining and sentiment analysis,191,10.1007/s10462-017-9599-6,Artificial Intelligence Review
Evolutionary algorithms for multi-objective optimization: Performance assessments and comparisons,183,N/A,Artificial Intelligence Review
Pythagorean fuzzy MCDM method based on CoCoSo and CRITIC with score function for 5G industry evaluation,201,10.1007/s10462-019-09780-x,Artificial Intelligence Review
A survey of learning-based techniques of email spam filtering,174,10.1007/s10462-009-9109-6,Artificial Intelligence Review
Fire Hawk Optimizer: a novel metaheuristic algorithm,201,10.1007/s10462-022-10173-w,Artificial Intelligence Review
Chaos Game Optimization: a novel metaheuristic algorithm,199,10.1007/s10462-020-09867-w,Artificial Intelligence Review
A review on fault detection and diagnosis techniques: basics and beyond,181,10.1007/s10462-020-09934-2,Artificial Intelligence Review
Artificial intelligence in the creative industries: a review,185,10.1007/s10462-021-10039-7,Artificial Intelligence Review
Crayfish optimization algorithm,190,10.1007/s10462-023-10567-4,Artificial Intelligence Review
"Deep learning modelling techniques: current progress, applications, advantages, and challenges",188,10.1007/s10462-023-10466-8,Artificial Intelligence Review
Recent trends in deep learning based personality detection,182,10.1007/s10462-019-09770-z,Artificial Intelligence Review
Computational trust and reputation models for open multi-agent systems: a review,172,10.1007/s10462-011-9277-z,Artificial Intelligence Review
Consensus in multi-agent systems: a review,179,10.1007/s10462-021-10097-x,Artificial Intelligence Review
Survey on supervised machine learning techniques for automatic text classification,174,10.1007/s10462-018-09677-1,Artificial Intelligence Review
Selecting training sets for support vector machines: a review,172,10.1007/s10462-017-9611-1,Artificial Intelligence Review
A review on methods and software for fuzzy cognitive maps,171,10.1007/s10462-017-9575-1,Artificial Intelligence Review
A systematic review of fundamental and technical analysis of stock market predictions,171,10.1007/s10462-019-09754-z,Artificial Intelligence Review
A survey of decision making methods based on certain hybrid soft set models,179,10.1007/s10462-016-9490-x,Artificial Intelligence Review
A comprehensive survey of recent trends in deep learning for digital images augmentation,176,10.1007/s10462-021-10066-4,Artificial Intelligence Review
Recommendation system based on deep learning methods: a systematic review and new directions,167,10.1007/s10462-019-09744-1,Artificial Intelligence Review
Learning from crowdsourced labeled data: a survey,157,10.1007/s10462-016-9491-9,Artificial Intelligence Review
Face detection techniques: a review,166,10.1007/s10462-018-9650-2,Artificial Intelligence Review
Brain storm optimization algorithm: a review,160,10.1007/s10462-016-9471-0,Artificial Intelligence Review
The variants of the harmony search algorithm: an overview,171,10.1007/s10462-010-9201-y,Artificial Intelligence Review
"An exhaustive review of the metaheuristic algorithms for search and optimization: taxonomy, applications, and open challenges",175,10.1007/s10462-023-10470-y,Artificial Intelligence Review
A novel fault diagnosis method based on CNN and LSTM and its application in fault diagnosis for complex systems,160,10.1007/s10462-021-09993-z,Artificial Intelligence Review
Deep learning-based breast cancer classification through medical imaging modalities: state of the art and research challenges,162,10.1007/s10462-019-09716-5,Artificial Intelligence Review
Text summarisation in progress: a literature review,159,10.1007/s10462-011-9216-z,Artificial Intelligence Review
"Recent developments in human gait research: parameters, approaches, applications, machine learning techniques, datasets and challenges",154,10.1007/s10462-016-9514-6,Artificial Intelligence Review
Recent advances in decision trees: an updated survey,157,10.1007/s10462-022-10275-5,Artificial Intelligence Review
Plant intelligence based metaheuristic optimization algorithms,167,10.1007/s10462-016-9486-6,Artificial Intelligence Review
A review of deep learning used in the hyperspectral image analysis for agriculture,160,10.1007/s10462-021-10018-y,Artificial Intelligence Review
Image segmentation evaluation: a survey of methods,150,10.1007/s10462-020-09830-9,Artificial Intelligence Review
A review of the application of meta-heuristic algorithms to 2D strip packing problems,135,10.1023/A:1012590107280,Artificial Intelligence Review
Performance assessment of the metaheuristic optimization algorithms: an exhaustive review,157,10.1007/s10462-020-09906-6,Artificial Intelligence Review
Metaheuristics: a comprehensive overview and classification along with bibliometric analysis,155,10.1007/s10462-020-09952-0,Artificial Intelligence Review
A novel type of soft rough covering and its application to multicriteria group decision making,156,10.1007/s10462-018-9617-3,Artificial Intelligence Review
Deep learning techniques for skin lesion analysis and melanoma cancer detection: a survey of state-of-the-art,151,10.1007/s10462-020-09865-y,Artificial Intelligence Review
An automated essay scoring systems: a systematic literature review,146,10.1007/s10462-021-10068-2,Artificial Intelligence Review
A novel exponential distance and its based TOPSIS method for interval-valued intuitionistic fuzzy sets using connection number of SPA theory,151,10.1007/s10462-018-9668-5,Artificial Intelligence Review
A comprehensive survey on NSGA-II for multi-objective optimization and applications,143,10.1007/s10462-023-10526-z,Artificial Intelligence Review
The racing algorithm: Model selection for lazy learners,131,10.1023/A:1006556606079,Artificial Intelligence Review
Spider wasp optimizer: a novel meta-heuristic optimization algorithm,141,10.1007/s10462-023-10446-y,Artificial Intelligence Review
A review on weight initialization strategies for neural networks,131,10.1007/s10462-021-10033-z,Artificial Intelligence Review
Flower pollination algorithm: a comprehensive review,142,10.1007/s10462-018-9624-4,Artificial Intelligence Review
A survey on multi-agent deep reinforcement learning: from the perspective of challenges and applications,137,10.1007/s10462-020-09938-y,Artificial Intelligence Review
Survey on evaluation methods for dialogue systems,135,10.1007/s10462-020-09866-x,Artificial Intelligence Review
Categorizing feature selection methods for multi-label classification,136,10.1007/s10462-016-9516-4,Artificial Intelligence Review
Knowledge Graphs: Opportunities and Challenges,133,10.1007/s10462-023-10465-9,Artificial Intelligence Review
A hybrid Harris Hawks optimization algorithm with simulated annealing for feature selection,136,10.1007/s10462-020-09860-3,Artificial Intelligence Review
"A comprehensive review of computer-aided whole-slide image analysis: from datasets to feature extraction, segmentation, classification and detection approaches",128,10.1007/s10462-021-10121-0,Artificial Intelligence Review
"A comprehensive review of krill herd algorithm: variants, hybrids and applications",132,10.1007/s10462-017-9559-1,Artificial Intelligence Review
The intelligent critic framework for advanced optimal control,128,10.1007/s10462-021-10118-9,Artificial Intelligence Review
Reinforcement learning in robotic applications: a comprehensive survey,123,10.1007/s10462-021-09997-9,Artificial Intelligence Review
The state-of-the-art in personalized recommender systems for social networking,116,10.1007/s10462-011-9222-1,Artificial Intelligence Review
Multilingual sentiment analysis: from formal to informal and scarce resource languages,129,10.1007/s10462-016-9508-4,Artificial Intelligence Review
Financial credit risk assessment: a recent review,113,10.1007/s10462-015-9434-x,Artificial Intelligence Review
Human activity recognition in artificial intelligence framework: a narrative review,128,10.1007/s10462-021-10116-x,Artificial Intelligence Review
A survey of swarm and evolutionary computing approaches for deep learning,124,10.1007/s10462-019-09719-2,Artificial Intelligence Review
A survey of regularization strategies for deep models,122,10.1007/s10462-019-09784-7,Artificial Intelligence Review
The state of the art and taxonomy of big data analytics: view from new big data framework,121,10.1007/s10462-019-09685-9,Artificial Intelligence Review
"AI-big data analytics for building automation and management systems: a survey, actual challenges and future perspectives",124,10.1007/s10462-022-10286-2,Artificial Intelligence Review
Explanation in case-based reasoning-perspectives and goals,119,10.1007/s10462-005-4607-7,Artificial Intelligence Review
"Artificial intelligence, cyber-threats and Industry 4.0: challenges and opportunities",118,10.1007/s10462-020-09942-2,Artificial Intelligence Review
"Parallel vision for perception and understanding of complex scenes: methods, framework, and perspectives",104,10.1007/s10462-017-9569-z,Artificial Intelligence Review
